cooperative_id,name,desa,kecamatan,latitude,longitude,potensi,usaha,jenis_koperasi,ruas 100,ruas 200,ruas 300,ruas 400,ruas 500,ruas 600,ruas 700,ruas 800,ruas 900,ruas 1000
47610,KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO,KARTASURA,KARTASURA,-7.55500594,110.740526,-,"UNIT USAHA LAINNYA KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI APOTEK KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI KELURAHAN MERAH PUTIH KARTASURA KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Apotek Desa/Kelurahan, Klinik Desa/Kelurahan, Pengadaan Sembako, Usaha Simpan Pinjam, Pergudangan / Cold Storage, Kantor Koperasi",555.05,2688.26,5856.93,10974.0,17511.62,25505.96,35739.06,47499.02,59511.94,72642.68
52844,KOPERASI KELURAHAN MERAH PUTIH NGADIREJO KECAMATAN KARTASURA KABUPATEN SUKOHARJO,NGADIREJO,KARTASURA,-7.56154856,110.7497162,-,Kantor KKMP,Kantor Koperasi,652.35,2614.7,6151.77,10976.24,16808.37,25733.19,35325.3,45830.74,59496.24,72201.55
55315,KOPERASI DESA MERAH PUTIH PUCANGAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,PUCANGAN,KARTASURA,-7.5540033,110.7325987,Padi,Kantor KDMP,"Pengadaan Sembako, Kantor Koperasi",696.25,3009.39,7032.35,11981.38,19909.59,28327.39,38256.54,49812.87,61952.58,74053.72
55338,KOPERASI DESA MERAH PUTIH NGABEYAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,NGABEYAN,KARTASURA,-7.5440964,110.7363947,"Padi, Jagung, Kacang Hijau, Cabai, Tanaman Obat, Kerbau, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGABEYAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",631.65,2245.01,4541.35,8657.67,14532.15,20957.93,28631.29,39241.06,51629.68,64414.29
55458,KOPERASI DESA MERAH PUTIH GUMPANG KECAMATAN KARTASURA KABUPATEN SUKOHARJO,GUMPANG,KARTASURA,-7.56805313,110.75956,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GUMPANG KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",1220.34,4063.78,9193.13,15544.66,22430.84,29463.86,36047.87,42671.34,52749.75,65444.57
55475,KOPERASI DESA MERAH PUTIH WIROGUNAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,WIROGUNAN,KARTASURA,-7.5431024,110.7276703,"Padi, Jagung, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Pisang, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH WIROGUNAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",758.21,2975.41,6390.59,11207.3,15410.55,20083.82,28772.06,38252.88,49069.5,59920.75
58700,KOPERASI DESA MERAH PUTIH SINGOPURAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,SINGOPURAN,KARTASURA,-7.54907272,110.749077,"Ubi Kayu, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Tomat, Pisang, Padi, Jagung, Mangga, Tanaman Obat, Kambing, Domba, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SINGOPURAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",420.12,2012.4,5470.23,10971.34,17581.11,24508.3,33049.29,41900.64,52926.37,65203.71
60354,KOPERASI DESA MERAH PUTIH DESA NGEMPLAK KECAMATAN KARTASURA KABUPATEN SUKOHARJO,DESA NGEMPLAK,KARTASURA,-7.5729613,110.7381245,Padi,"Kantor KDMP Ngemplak, GERAI LAKU PANDAI KOPERASI DESA MERAH PUTIH NGEMPLAK","Pengadaan Sembako, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65290,KOPERASI DESA MERAH PUTIH PABELAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,PABELAN,KARTASURA,-7.56036482,110.7662891,"Padi, Jagung, Kedelai, Cabai, Tanaman Obat, Kambing, Domba, Ayam, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PABELAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",794.38,2968.06,6322.69,10715.71,16411.78,24213.64,31965.99,42045.91,53951.42,70252.5
65376,KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,GONILAN,KARTASURA,-7.54994814,110.7652142,"Padi, Jagung, Cabai, Bawang, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Bebek, Itik, Perikanan","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI LOGISTIK KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi, Logistik Desa/Kelurahan",942.58,3801.24,8140.87,14334.02,22901.05,32210.94,42441.45,51838.16,62137.28,74602.49
65377,KOPERASI DESA MERAH PUTIH MAKAMHAJI KECAMATAN KARTASURA KABUPATEN SUKOHARJO,MAKAMHAJI,KARTASURA,-7.56630069,110.7770676,"Jagung, Kacang Tanah, Kacang Hijau, Cabai, Melon, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MAKAMHAJI KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",1418.55,4178.04,8152.79,14295.21,21345.75,30137.42,41174.41,54023.24,69178.58,86704.01
47626,KOPERASI DESA MERAH PUTIH GODOG KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,GODOG,POLOKARTO,-7.64440135,110.8795817,"Padi, Perikanan, Kambing",-,Pengadaan Sembako,0.0,567.76,2038.2,3437.71,6409.49,11527.36,17143.5,21598.15,26711.72,32146.87
47665,KOPERASI DESA MERAH PUTIH NGOMBAKAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,NGOMBAKAN,POLOKARTO,-7.62558135,110.862904,"Padi, Bebek",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGOMBAKAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",196.9,998.19,2269.2,5136.94,8676.17,12662.29,17743.89,24075.68,29850.19,37517.32
48921,KOPERASI DESA MERAH PUTIH PRANAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,PRANAN,POLOKARTO,-7.62208756,110.8369816,"Padi, Jambu Air",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PRANAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",199.76,1092.26,2427.68,4520.64,7346.63,12795.98,19699.51,27769.94,37452.06,47801.63
49367,KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KARANGWUNI,POLOKARTO,-7.6271223,110.8476456,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",775.04,2027.11,3754.84,6583.79,11645.99,17338.47,23568.27,31540.47,40370.92,47801.16
52707,KOPERASI DESA MERAH PUTIH BAKALAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,BAKALAN,POLOKARTO,-7.631206,110.868283,"Padi, Kambing, Perikanan",koperasi merah putih desa bakalan,"Pengadaan Sembako, Kantor Koperasi",684.02,2012.29,4284.87,7880.02,12498.23,17405.87,21073.44,26484.31,32766.98,39470.12
52931,KOPERASI DESA MERAH PUTIH BUGEL KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,BUGEL,POLOKARTO,-7.63015378,110.8477694,"Padi, Pisang, Alpukat, Melon, Sapi, Kambing, Ayam, Bebek","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BUGEL KECAMATAN POLOKARTO KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH BUGEL KECAMATAN POLOKARTO KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi, Pergudangan / Cold Storage",572.73,1839.85,3806.34,7987.12,13910.62,20840.09,29310.97,36354.71,43920.51,51515.17
55293,KOPERASI DESA MERAH PUTIH WONOREJO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,WONOREJO,POLOKARTO,-7.61836639,110.8888959,"Padi, Cabai, Pisang, Sapi, Kambing, Domba, Babi, Ayam, Bebek, Itik, Perikanan",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",163.46,587.82,1708.79,3865.03,8625.15,14306.43,20833.75,27968.16,34511.62,41443.93
56002,KOPERASI DESA MERAH PUTIH MRANGGEN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,MRANGGEN,POLOKARTO,-7.63415955,110.8896656,"Padi, Sapi, Kambing, Domba, Ayam, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MRANGGEN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",73.58,1470.86,3749.19,6945.49,9963.56,13974.15,18155.12,23710.66,29587.51,36814.12
57897,KOPERASI DESA MERAH PUTIH REJOSARI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,REJOSARI,POLOKARTO,-7.65597593,110.9204161,Ayam,Kantor Koperasi,Kantor Koperasi,362.59,1156.45,2697.41,5502.59,8010.68,9706.45,10837.28,12146.04,13417.83,15464.87
58577,KOPERASI DESA MERAH PUTIH KAYUAPAK KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KAYUAPAK,POLOKARTO,-7.62493188,110.9250756,"Padi, Jagung, Kacang Tanah, Cabai, Tomat, Pisang, Mangga, Alpukat, Melon, Sapi, Kambing, Domba, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KAYUAPAK KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",195.3,358.12,459.72,1385.78,2383.2,5129.05,8924.81,11791.97,14346.44,17329.57
58587,KOPERASI DESA MERAH PUTIH BULU KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,BULU,POLOKARTO,-7.67293281,110.938812,Sapi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BULU KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,Kantor Koperasi,193.82,544.3,1447.67,2696.52,5754.04,7938.21,9923.05,12833.21,15474.8,18426.53
58637,KOPERASI DESA MERAH PUTIH KENOKOREJO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KENOKOREJO,POLOKARTO,-7.66919456,110.8819765,"Padi, Melon, Kambing, Ayam",koperasi merah putih desa kenokorejo,"Pengadaan Sembako, Kantor Koperasi",0.0,1587.95,3351.66,5102.23,6555.53,8244.3,12302.32,17059.34,24867.81,33129.02
58657,KOPERASI DESA MERAH PUTIH POLOKARTO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,POLOKARTO,POLOKARTO,-7.6443664,110.9246331,"Mangga, Jagung, Ubi Kayu, Kacang Tanah, Cabai, Pisang, Alpukat, Sapi, Kambing, Domba, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH POLOKARTO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",537.96,1500.84,3251.34,5913.95,8997.56,12242.14,16084.76,19038.03,22883.02,26332.39
58675,KOPERASI DESA MERAH PUTIH JATISOBO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,JATISOBO,POLOKARTO,-7.62040654,110.9046752,"Bebek, Agen Gas, Umkm, Itik, Padi, Alpukat, Tanaman Obat, Sapi, Kambing, Domba, Ayam, Perikanan, Wisata Situs Sejarah Dan Museum","Kantor DMP, Unit Simpan Pinjam, Gerai LPG","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",166.83,1342.4,2560.18,4295.06,6383.27,9161.07,13977.5,19464.88,26553.83,32831.08
58729,KOPERASI DESA MERAH PUTIH KEMASAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KEMASAN,POLOKARTO,-7.6524312,110.8857507,"Padi, Kambing, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KEMASAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",174.26,570.82,2282.17,5830.63,9026.89,13886.09,19622.29,25543.62,32370.59,37890.72
58738,KOPERASI DESA MERAH PUTIH TEPISARI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,TEPISARI,POLOKARTO,-7.66512821,110.9089474,"Kacang Tanah, Kambing",-,Pengadaan Sembako,187.29,493.75,830.29,1431.48,2720.32,4496.98,7074.55,9833.87,13274.34,19124.06
61789,KOPERASI DESA MERAH PUTIH GENENGSARI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,GENENGSARI,POLOKARTO,-7.63134371,110.9390785,"Jagung, Ubi Kayu, Kacang Tanah, Cabai, Tomat, Pisang, Alpukat, Sapi, Kambing, Domba, Ayam, Padi",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",323.11,747.94,1084.9,1632.75,3244.3,5546.57,7539.75,10853.94,14410.18,17422.19
49354,KOPERASI DESA MERAH PUTIH LENGKING KECAMATAN BULU KABUPATEN SUKOHARJO,LENGKING,BULU,-7.73326875,110.8254756,"Padi, Pisang, Sapi, Kambing, Ayam, Bebek, Perikanan",-,Pengadaan Sembako,826.85,2363.04,5627.41,9316.12,13104.16,17673.26,22035.89,26639.96,31721.11,36202.94
49492,KOPERASI DESA MERAH PUTIH DESA MALANGAN KECAMATAN BULU KABUPATEN SUKOHARJO,DESA MALANGAN,BULU,-7.73878282,110.8067154,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DESA MALANGAN KECAMATAN BULU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,215.49,1573.06,3804.16,6631.85,11150.33,15968.18,21870.93,28083.71,34797.78
50814,KOPERASI DESA MERAH PUTIH PURON KECAMATAN BULU KABUPATEN SUKOHARJO,PURON,BULU,-7.75129378,110.8084849,Padi,"GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH PURON KECAMATAN BULU KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH PURON KECAMATAN BULU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",290.1,1292.84,2881.97,5479.8,8794.21,12414.01,16175.54,21012.16,26207.61,30728.55
52667,KOPERASI DESA MERAH PUTIH SANGGANG KECAMATAN BULU KABUPATEN SUKOHARJO,SANGGANG,BULU,-7.7740346,110.8034153,"Serai, Arang Kayu, Alpukat",KANTOR KOPERASI DESA SANGGANG,Kantor Koperasi,386.93,1217.67,2098.63,2839.58,4129.54,6021.54,8418.71,10529.36,12041.63,14932.62
52876,KOPERASI DESA MERAH PUTIH KEDUNGSONO KECAMATAN BULU KABUPATEN SUKOHARJO,KEDUNGSONO,BULU,-7.79998977,110.8503318,"Padi, Pisang, Mangga, Sapi, Kambing, Ayam, Bebek",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KEDUNGSONO KECAMATAN BULU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",80.7,343.68,1414.26,2666.75,4345.39,6187.53,8059.94,10234.14,13263.65,16162.7
52888,KOPERASI DESA MERAH PUTIH KARANGASEM KECAMATAN BULU KABUPATEN SUKOHARJO,KARANGASEM,BULU,-7.75905984,110.8509026,"Pisang, Mangga, Alpukat, Sapi, Kambing, Ayam, Bebek, Perikanan, Padi","AGEN POS, GERAI KANTOR, GERAI LAKU PANDAI","Pengadaan Sembako, Kantor Koperasi",0.0,0.0,70.41,488.22,971.79,2434.41,4500.67,6777.89,10056.54,13964.94
52908,KOPERASI DESA MERAH PUTIH GENTAN KECAMATAN BULU KABUPATEN SUKOHARJO,GENTAN,BULU,-7.78387714,110.8375081,"Padi, Sapi, Kambing, Domba, Ayam, Perikanan",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",589.23,1299.53,1913.94,3129.13,4926.69,6762.66,9334.06,11703.59,14490.72,16916.72
52910,KOPERASI DESA MERAH PUTIH NGASINAN KECAMATAN BULU KABUPATEN SUKOHARJO,NGASINAN,BULU,-7.74444764,110.8328008,"Padi, Jagung, Kacang Tanah, Cabai, Bawang, Pisang, Mangga, Sapi, Kambing, Ayam, Bebek",-,Pengadaan Sembako,548.32,2324.78,5018.97,9256.18,14141.81,19347.99,24749.89,29562.38,33857.31,38342.35
52912,KOPERASI DESA MERAH PUTIH TIYARAN KECAMATAN BULU KABUPATEN SUKOHARJO,TIYARAN,BULU,-7.77115296,110.8494803,"Padi, Pisang, Mangga, Sapi, Kambing, Ayam, Bebek","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH TIYARAN KECAMATAN BULU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TIYARAN KECAMATAN BULU KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",571.52,1654.46,3090.08,4154.48,6526.34,9334.07,11179.19,13803.3,16859.27,19767.52
57821,KOPERASI DESA MERAH PUTIH KAMAL KECAMATAN BULU KABUPATEN SUKOHARJO,KAMAL,BULU,-7.7732614,110.8202369,"Padi, Kayu Jati, Kacang Tanah, Peternakan Sapi, Perternakan Ayam, Peternakan Kambing, Arang Kayu","GERAI SEMBAKO KOPDES KAMAL, ATM MINI, KOPDES KAMAL","Pengadaan Sembako, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61945,KOPERASI DESA MERAH PUTIH BULU KECAMATAN BULU KABUPATEN SUKOHARJO,BULU,BULU,-7.7603462,110.8343292,"Sapi, Kambing, Padi, Ayam",-,Pengadaan Sembako,377.44,2151.01,4411.21,7407.57,11199.8,14482.0,16795.64,19608.32,23231.31,28350.86
62232,KOPERASI DESA MERAH PUTIH KUNDEN KECAMATAN BULU KABUPATEN SUKOHARJO,KUNDEN,BULU,-7.75881956,110.8198067,"Ayam, Padi",-,Pengadaan Sembako,249.52,1029.82,2746.22,5997.37,9576.76,12612.74,15990.82,19554.35,24074.15,28155.53
49512,KOPERASI DESA MERAH PUTIH TEGALSARI KECAMATAN WERU KABUPATEN SUKOHARJO,TEGALSARI,WERU,-7.7723998,110.7360466,Padi,Kantor Desa  Tegalsari,Pengadaan Sembako,0.0,281.86,1166.08,2386.08,4140.6,7274.83,12350.07,18464.64,25372.79,33224.35
49694,KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGMOJO,WERU,-7.774346,110.765294,"Padi, Kambing","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",275.0,767.62,2051.28,4934.94,9191.89,14062.37,19611.7,24902.23,31327.96,37628.87
52720,KOPERASI DESA MERAH PUTIH KARAKAN KECAMATAN WERU KABUPATEN SUKOHARJO,KARAKAN,WERU,-7.78766625,110.7454407,"Kambing, Padi",KDMP karakan Kecamatan Weru Kabupaten Sukoharjo,Pengadaan Sembako,0.0,253.92,1098.35,3309.54,6500.11,10835.02,15437.17,21863.13,28641.25,34122.67
52817,KOPERASI DESA MERAH PUTIH TAWANG KECAMATAN WERU KABUPATEN SUKOHARJO,TAWANG,WERU,-7.75493327,110.7524703,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TAWANG KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,341.68,723.96,1505.53,2423.8,3375.47,5160.29,8737.67,14195.96,20784.39
52926,KOPERASI DESA MERAH PUTIH WERU KECAMATAN WERU KABUPATEN SUKOHARJO,WERU,WERU,-7.78019155,110.7566386,Padi,Kantor KDMP Weru,"Pengadaan Sembako, Kantor Koperasi",196.43,510.61,1189.67,2079.56,3759.28,6542.35,10992.93,17925.72,25813.55,32780.12
52953,KOPERASI DESA MERAH PUTIH ALASOMBO KECAMATAN WERU KABUPATEN SUKOHARJO,ALASOMBO,WERU,-7.78878353,110.7863932,"Padi, Sapi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH ALASOMBO KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,83.71,755.49,2153.38,4191.58,6533.01,9719.03,13846.66,17289.99,21072.3
52961,KOPERASI DESA MERAH PUTIH JATINGARANG KECAMATAN WERU KABUPATEN SUKOHARJO,JATINGARANG,WERU,-7.8041033,110.7622806,"Melon, Industri Tahu Watukelir, Krupuk Watukelir",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH JATINGARANG KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",0.0,743.63,1945.75,3539.09,6184.01,9426.19,12926.65,18541.77,24949.53,30524.41
56593,KOPERASI DESA MERAH PUTIH KRAJAN KECAMATAN WERU KABUPATEN SUKOHARJO,KRAJAN,WERU,-7.81549155,110.7529759,"Padi, Perikanan",-,Pengadaan Sembako,754.5,3103.34,5972.14,10266.24,13863.22,17467.05,21910.86,27091.25,31935.32,36816.52
56620,KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN WERU KABUPATEN SUKOHARJO,GROGOL,WERU,-7.7844532,110.7232942,"Sapi, Umkm Produksi Gendeng, Umkm Tenun Lurik, Padi, Kambing","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56629,KOPERASI DESA MERAH PUTIH KARANGTENGAH KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGTENGAH,WERU,-7.79201795,110.7343246,"Padi, Kambing, Perikanan, Kerajinan Logam",KDMP KARANGTENGAH KEC.WERU KAB. SUKOHARJO,Pengadaan Sembako,620.3,2671.74,5175.94,7663.01,10234.49,14561.42,18361.13,24410.57,29679.17,35352.12
60425,KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGANYAR,WERU,-7.79505061,110.770032,"Sapi, Padi","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Pergudangan / Cold Storage, Kantor Koperasi",113.85,635.13,959.56,1385.04,2972.33,7150.3,12105.15,16638.07,22484.91,30284.86
61546,KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGWUNI,WERU,-7.80117623,110.7487386,"Perikanan, Padi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",699.56,2098.31,3850.87,6672.45,9486.52,12852.31,15593.26,19789.52,25240.56,31713.34
65389,KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO,NGRECO,WERU,-7.76418893,110.7663819,Padi,"GERAI SEMBAKO KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI APOTEK KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi, Klinik Desa/Kelurahan, Pergudangan / Cold Storage, Apotek Desa/Kelurahan, Usaha Simpan Pinjam",225.78,1043.18,2595.68,4601.81,7198.52,11474.02,15854.07,20606.98,26587.69,33953.18
