cooperative_id,name,desa,kecamatan,latitude,longitude,potensi,usaha,jenis_koperasi,rata_jarak_antar_kopdes_m,kepadatan_jaringan_jalan,jarak_ke_jln_utama_m
58700,KOPERASI DESA MERAH PUTIH SINGOPURAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,SINGOPURAN,KARTASURA,-7.54907272,110.749077,"Ubi Kayu, Ubi Jalar, Kacang Tanah, Cabai, Bawang, Tomat, Pisang, Padi, Jagung, Mangga, Tanaman Obat, Kambing, Domba, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH SINGOPURAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",16545.827887188527,0.020754985508860894,
60354,KOPERASI DESA MERAH PUTIH DESA NGEMPLAK KECAMATAN KARTASURA KABUPATEN SUKOHARJO,DESA NGEMPLAK,KARTASURA,-7.5729613,110.7381245,Padi,"Kantor KDMP Ngemplak, GERAI LAKU PANDAI KOPERASI DESA MERAH PUTIH NGEMPLAK","Pengadaan Sembako, Kantor Koperasi",15404.169579975269,0.0,
65290,KOPERASI DESA MERAH PUTIH PABELAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,PABELAN,KARTASURA,-7.56036482,110.7662891,"Padi, Jagung, Kedelai, Cabai, Tanaman Obat, Kambing, Domba, Ayam, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PABELAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",14905.81999768768,0.022362065279126757,
65376,KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO,GONILAN,KARTASURA,-7.54994814,110.7652142,"Padi, Jagung, Cabai, Bawang, Tomat, Pisang, Mangga, Alpukat, Melon, Tanaman Obat, Sapi, Kerbau, Kambing, Ayam, Bebek, Itik, Perikanan","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO, GERAI LOGISTIK KOPERASI DESA MERAH PUTIH GONILAN KECAMATAN KARTASURA KABUPATEN SUKOHARJO","Pengadaan Sembako, Pergudangan / Cold Storage, Kantor Koperasi, Logistik Desa/Kelurahan",15813.337784915297,0.023746710100927385,
65377,KOPERASI DESA MERAH PUTIH MAKAMHAJI KECAMATAN KARTASURA KABUPATEN SUKOHARJO,MAKAMHAJI,KARTASURA,-7.56630069,110.7770676,"Jagung, Kacang Tanah, Kacang Hijau, Cabai, Melon, Tanaman Obat, Kambing, Domba, Ayam, Bebek, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MAKAMHAJI KECAMATAN KARTASURA KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",14102.362402809766,0.02759874355477825,
47626,KOPERASI DESA MERAH PUTIH GODOG KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,GODOG,POLOKARTO,-7.64440135,110.8795817,"Padi, Perikanan, Kambing",-,Pengadaan Sembako,11539.875119464688,0.010232666530865115,
47665,KOPERASI DESA MERAH PUTIH NGOMBAKAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,NGOMBAKAN,POLOKARTO,-7.62558135,110.862904,"Padi, Bebek",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGOMBAKAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",11231.880810457462,0.011942133859120855,
48921,KOPERASI DESA MERAH PUTIH PRANAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,PRANAN,POLOKARTO,-7.62208756,110.8369816,"Padi, Jambu Air",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PRANAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",10599.799894675274,0.015215731404699675,
49367,KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KARANGWUNI,POLOKARTO,-7.6271223,110.8476456,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",10669.11941813707,0.01521558179905317,
52707,KOPERASI DESA MERAH PUTIH BAKALAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,BAKALAN,POLOKARTO,-7.631206,110.868283,"Padi, Kambing, Perikanan",koperasi merah putih desa bakalan,"Pengadaan Sembako, Kantor Koperasi",11287.392921789193,0.012563729404860561,
52931,KOPERASI DESA MERAH PUTIH BUGEL KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,BUGEL,POLOKARTO,-7.63015378,110.8477694,"Padi, Pisang, Alpukat, Melon, Sapi, Kambing, Ayam, Bebek","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BUGEL KECAMATAN POLOKARTO KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH BUGEL KECAMATAN POLOKARTO KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi, Pergudangan / Cold Storage",10584.974865215008,0.016397787899438628,
55293,KOPERASI DESA MERAH PUTIH WONOREJO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,WONOREJO,POLOKARTO,-7.61836639,110.8888959,"Padi, Cabai, Pisang, Sapi, Kambing, Domba, Babi, Ayam, Bebek, Itik, Perikanan",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",12796.311349386277,0.013192012641308988,
56002,KOPERASI DESA MERAH PUTIH MRANGGEN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,MRANGGEN,POLOKARTO,-7.63415955,110.8896656,"Padi, Sapi, Kambing, Domba, Ayam, Itik, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MRANGGEN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12333.111970682809,0.011718298347156413,
57897,KOPERASI DESA MERAH PUTIH REJOSARI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,REJOSARI,POLOKARTO,-7.65597593,110.9204161,Ayam,Kantor Koperasi,Kantor Koperasi,14137.680674145333,0.0049226210095471195,
58577,KOPERASI DESA MERAH PUTIH KAYUAPAK KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KAYUAPAK,POLOKARTO,-7.62493188,110.9250756,"Padi, Jagung, Kacang Tanah, Cabai, Tomat, Pisang, Mangga, Alpukat, Melon, Sapi, Kambing, Domba, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KAYUAPAK KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",15157.272246310366,0.0055161734543140335,
58587,KOPERASI DESA MERAH PUTIH BULU KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,BULU,POLOKARTO,-7.67293281,110.938812,Sapi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH BULU KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,Kantor Koperasi,15656.503559823112,0.0058653466670622045,
58637,KOPERASI DESA MERAH PUTIH KENOKOREJO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KENOKOREJO,POLOKARTO,-7.66919456,110.8819765,"Padi, Melon, Kambing, Ayam",koperasi merah putih desa kenokorejo,"Pengadaan Sembako, Kantor Koperasi",11500.561914182048,0.010545294585580525,
58657,KOPERASI DESA MERAH PUTIH POLOKARTO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,POLOKARTO,POLOKARTO,-7.6443664,110.9246331,"Mangga, Jagung, Ubi Kayu, Kacang Tanah, Cabai, Pisang, Alpukat, Sapi, Kambing, Domba, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH POLOKARTO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",14634.87745239672,0.008381860063847188,
58675,KOPERASI DESA MERAH PUTIH JATISOBO KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,JATISOBO,POLOKARTO,-7.62040654,110.9046752,"Bebek, Agen Gas, Umkm, Itik, Padi, Alpukat, Tanaman Obat, Sapi, Kambing, Domba, Ayam, Perikanan, Wisata Situs Sejarah Dan Museum","Kantor DMP, Unit Simpan Pinjam, Gerai LPG","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",13751.879533400152,0.010450457338090928,
58729,KOPERASI DESA MERAH PUTIH KEMASAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,KEMASAN,POLOKARTO,-7.6524312,110.8857507,"Padi, Kambing, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KEMASAN KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",11770.247946373482,0.012060990770621883,
58738,KOPERASI DESA MERAH PUTIH TEPISARI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,TEPISARI,POLOKARTO,-7.66512821,110.9089474,"Kacang Tanah, Kambing",-,Pengadaan Sembako,13214.496750709886,0.006087377361971985,
61789,KOPERASI DESA MERAH PUTIH GENENGSARI KECAMATAN POLOKARTO KABUPATEN SUKOHARJO,GENENGSARI,POLOKARTO,-7.63134371,110.9390785,"Jagung, Ubi Kayu, Kacang Tanah, Cabai, Tomat, Pisang, Alpukat, Sapi, Kambing, Domba, Ayam, Padi",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",16165.537822726188,0.005545655315972376,
49354,KOPERASI DESA MERAH PUTIH LENGKING KECAMATAN BULU KABUPATEN SUKOHARJO,LENGKING,BULU,-7.73326875,110.8254756,"Padi, Pisang, Sapi, Kambing, Ayam, Bebek, Perikanan",-,Pengadaan Sembako,11907.72465471426,0.011523753710918605,
49492,KOPERASI DESA MERAH PUTIH DESA MALANGAN KECAMATAN BULU KABUPATEN SUKOHARJO,DESA MALANGAN,BULU,-7.73878282,110.8067154,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DESA MALANGAN KECAMATAN BULU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12373.88144611597,0.011076477391248589,
50814,KOPERASI DESA MERAH PUTIH PURON KECAMATAN BULU KABUPATEN SUKOHARJO,PURON,BULU,-7.75129378,110.8084849,Padi,"GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH PURON KECAMATAN BULU KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH PURON KECAMATAN BULU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",13147.907051247212,0.009781201253092921,
52667,KOPERASI DESA MERAH PUTIH SANGGANG KECAMATAN BULU KABUPATEN SUKOHARJO,SANGGANG,BULU,-7.7740346,110.8034153,"Serai, Arang Kayu, Alpukat",KANTOR KOPERASI DESA SANGGANG,Kantor Koperasi,14944.695890561186,0.0047532005726257966,
52876,KOPERASI DESA MERAH PUTIH KEDUNGSONO KECAMATAN BULU KABUPATEN SUKOHARJO,KEDUNGSONO,BULU,-7.79998977,110.8503318,"Padi, Pisang, Mangga, Sapi, Kambing, Ayam, Bebek",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KEDUNGSONO KECAMATAN BULU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",17465.01488956651,0.005144747197422754,
52888,KOPERASI DESA MERAH PUTIH KARANGASEM KECAMATAN BULU KABUPATEN SUKOHARJO,KARANGASEM,BULU,-7.75905984,110.8509026,"Pisang, Mangga, Alpukat, Sapi, Kambing, Ayam, Bebek, Perikanan, Padi","AGEN POS, GERAI KANTOR, GERAI LAKU PANDAI","Pengadaan Sembako, Kantor Koperasi",13950.347421140095,0.004445178461963466,
52908,KOPERASI DESA MERAH PUTIH GENTAN KECAMATAN BULU KABUPATEN SUKOHARJO,GENTAN,BULU,-7.78387714,110.8375081,"Padi, Sapi, Kambing, Domba, Ayam, Perikanan",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",15761.55392856515,0.005384759217803056,
52910,KOPERASI DESA MERAH PUTIH NGASINAN KECAMATAN BULU KABUPATEN SUKOHARJO,NGASINAN,BULU,-7.74444764,110.8328008,"Padi, Jagung, Kacang Tanah, Cabai, Bawang, Pisang, Mangga, Sapi, Kambing, Ayam, Bebek",-,Pengadaan Sembako,12624.174071534308,0.012204749064519066,
52912,KOPERASI DESA MERAH PUTIH TIYARAN KECAMATAN BULU KABUPATEN SUKOHARJO,TIYARAN,BULU,-7.77115296,110.8494803,"Padi, Pisang, Mangga, Sapi, Kambing, Ayam, Bebek","GERAI SEMBAKO KOPERASI DESA MERAH PUTIH TIYARAN KECAMATAN BULU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TIYARAN KECAMATAN BULU KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",14874.493244543415,0.0062921970413358065,
57821,KOPERASI DESA MERAH PUTIH KAMAL KECAMATAN BULU KABUPATEN SUKOHARJO,KAMAL,BULU,-7.7732614,110.8202369,"Padi, Kayu Jati, Kacang Tanah, Peternakan Sapi, Perternakan Ayam, Peternakan Kambing, Arang Kayu","GERAI SEMBAKO KOPDES KAMAL, ATM MINI, KOPDES KAMAL","Pengadaan Sembako, Kantor Koperasi",14742.159305549372,0.0,
61945,KOPERASI DESA MERAH PUTIH BULU KECAMATAN BULU KABUPATEN SUKOHARJO,BULU,BULU,-7.7603462,110.8343292,"Sapi, Kambing, Padi, Ayam",-,Pengadaan Sembako,13764.885070769542,0.009024359019812585,
62232,KOPERASI DESA MERAH PUTIH KUNDEN KECAMATAN BULU KABUPATEN SUKOHARJO,KUNDEN,BULU,-7.75881956,110.8198067,"Ayam, Padi",-,Pengadaan Sembako,13596.172295268649,0.008962183549744304,
49512,KOPERASI DESA MERAH PUTIH TEGALSARI KECAMATAN WERU KABUPATEN SUKOHARJO,TEGALSARI,WERU,-7.7723998,110.7360466,Padi,Kantor Desa  Tegalsari,Pengadaan Sembako,17515.81174290353,0.010575639067030426,
49694,KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGMOJO,WERU,-7.774346,110.765294,"Padi, Kambing","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KARANGMOJO KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",16076.0588892972,0.011977641326924656,
52720,KOPERASI DESA MERAH PUTIH KARAKAN KECAMATAN WERU KABUPATEN SUKOHARJO,KARAKAN,WERU,-7.78766625,110.7454407,"Kambing, Padi",KDMP karakan Kecamatan Weru Kabupaten Sukoharjo,Pengadaan Sembako,18072.091735930364,0.010861583203987049,
52817,KOPERASI DESA MERAH PUTIH TAWANG KECAMATAN WERU KABUPATEN SUKOHARJO,TAWANG,WERU,-7.75493327,110.7524703,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TAWANG KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",15403.530330199934,0.006615876815299518,
52926,KOPERASI DESA MERAH PUTIH WERU KECAMATAN WERU KABUPATEN SUKOHARJO,WERU,WERU,-7.78019155,110.7566386,Padi,Kantor KDMP Weru,"Pengadaan Sembako, Kantor Koperasi",16916.24474584483,0.010434236266291003,
52953,KOPERASI DESA MERAH PUTIH ALASOMBO KECAMATAN WERU KABUPATEN SUKOHARJO,ALASOMBO,WERU,-7.78878353,110.7863932,"Padi, Sapi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH ALASOMBO KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",16543.049268539446,0.006707521414630693,
52961,KOPERASI DESA MERAH PUTIH JATINGARANG KECAMATAN WERU KABUPATEN SUKOHARJO,JATINGARANG,WERU,-7.8041033,110.7622806,"Melon, Industri Tahu Watukelir, Krupuk Watukelir",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH JATINGARANG KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",18678.32462213147,0.009716221472927363,
56593,KOPERASI DESA MERAH PUTIH KRAJAN KECAMATAN WERU KABUPATEN SUKOHARJO,KRAJAN,WERU,-7.81549155,110.7529759,"Padi, Perikanan",-,Pengadaan Sembako,20114.186477748342,0.011719062290883252,
56620,KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN WERU KABUPATEN SUKOHARJO,GROGOL,WERU,-7.7844532,110.7232942,"Sapi, Umkm Produksi Gendeng, Umkm Tenun Lurik, Padi, Kambing","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GROGOL KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",19195.577426037347,0.0,
56629,KOPERASI DESA MERAH PUTIH KARANGTENGAH KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGTENGAH,WERU,-7.79201795,110.7343246,"Padi, Kambing, Perikanan, Kerajinan Logam",KDMP KARANGTENGAH KEC.WERU KAB. SUKOHARJO,Pengadaan Sembako,19054.71575200592,0.011252929293555711,
60425,KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGANYAR,WERU,-7.79505061,110.770032,"Sapi, Padi","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, UNIT USAHA LAINNYA KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SEMBAKO KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGANYAR KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Usaha Simpan Pinjam, Pergudangan / Cold Storage, Kantor Koperasi",17582.67489952089,0.009639970339692036,
61546,KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN WERU KABUPATEN SUKOHARJO,KARANGWUNI,WERU,-7.80117623,110.7487386,"Perikanan, Padi",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KARANGWUNI KECAMATAN WERU KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",19018.4350684986,0.010094669645907857,
65389,KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO,NGRECO,WERU,-7.76418893,110.7663819,Padi,"GERAI SEMBAKO KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI KLINIK KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI COLD STORAGE/COLD CHAIN KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI APOTEK KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO, GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH NGRECO KECAMATAN WERU KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi, Klinik Desa/Kelurahan, Pergudangan / Cold Storage, Apotek Desa/Kelurahan, Usaha Simpan Pinjam",15294.632125518036,0.010807632861377758,
50642,KOPERASI DESA MERAH PUTIH CANGKOL KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,CANGKOL,MOJOLABAN,-7.610356,110.879607,"Padi, Industri Kecil Dan Kreatif Kerajinan Butik Batik Percetakanbutik, Home Industri Konveksi, Bandeng Presto",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH CANGKOL KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12614.371535158503,0.017164106218030658,
51937,KOPERASI DESA MERAH PUTIH TRIYAGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,TRIYAGAN,MOJOLABAN,-7.577729,110.893773,"Padi, Sapi, Kambing, Perikanan","GERAI SIMPAN PINJAM KOPERASI DESA MERAH PUTIH TRIYAGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH TRIYAGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO, Agen Laku Pandai","Pengadaan Sembako, Usaha Simpan Pinjam, Kantor Koperasi",15313.353954963432,0.02244226345495076,
52974,KOPERASI DESA MERAH PUTIH SAPEN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,SAPEN,MOJOLABAN,-7.59269287,110.90710309,"Sapi, Padi, Kambing, Perikanan",-,Pengadaan Sembako,15229.700030124724,0.0148056941586143,
55321,KOPERASI DESA MERAH PUTIH LABAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,LABAN,MOJOLABAN,-7.60078301,110.8413238,Padi,-,Pengadaan Sembako,11641.808010981244,0.012038387585603971,
55502,KOPERASI DESA MERAH PUTIH TEGALMADE KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,TEGALMADE,MOJOLABAN,-7.61172531,110.8416038,"Padi, Bebek, Itik",Kantor Koperasi,"Pengadaan Sembako, Kantor Koperasi",11102.130822399831,0.007353843272329155,
56632,KOPERASI DESA MERAH PUTIH JOHO KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,JOHO,MOJOLABAN,-7.59140332,110.8876243,Padi,-,Pengadaan Sembako,14067.903351970106,0.0,
56654,KOPERASI DESA MERAH PUTIH KRAGILAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,KRAGILAN,MOJOLABAN,-7.60681799,110.9013277,"Padi, Sapi, Kambing, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH KRAGILAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",14091.671211527557,0.013220905629677891,
56685,KOPERASI DESA MERAH PUTIH DEMAKAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,DEMAKAN,MOJOLABAN,-7.592844,110.868736,Padi,GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DEMAKAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",13020.155197295797,0.013138406073376775,
56711,KOPERASI DESA MERAH PUTIH DUKUH KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,DUKUH,MOJOLABAN,-7.59082156,110.8652502,"Padi, Sapi, Bebek",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DUKUH KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12996.317026338136,0.011604731745963758,
58641,KOPERASI DESA MERAH PUTIH PLUMBON KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,PLUMBON,MOJOLABAN,-7.59005638,110.8531513,"Jagung, Kambing, Padi",-,Pengadaan Sembako,12605.763585701186,0.012645098961065724,
60578,KOPERASI DESA MERAH PUTIH PALUR KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,PALUR,MOJOLABAN,-7.57623033,110.8699696,Padi,-,Pengadaan Sembako,14196.10641226136,0.014123699311971221,
63301,KOPERASI DESA MERAH PUTIH GADINGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO,GADINGAN,MOJOLABAN,-7.58057519,110.8510913,"Sawah, Ubi Kayu, Ampyang, Makanan Rigan Karak Dan Rambak, Makanan Ringan Rengginang, Sapi, Romeo","GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GADINGAN KECAMATAN MOJOLABAN KABUPATEN SUKOHARJO, kantor koperasi","Pengadaan Sembako, Kantor Koperasi",13189.299350181414,0.014229842926618068,
52742,KOPERASI DESA MERAH PUTIH MAJASTO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,MAJASTO,TAWANGSARI,-7.7087488,110.7825755,"Ayam, Sapi, Padi, Kambing, Itik",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH MAJASTO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",11656.99130692734,0.009134319169994775,
52773,KOPERASI DESA MERAH PUTIH PUNDUNGREJO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,PUNDUNGREJO,TAWANGSARI,-7.76204021,110.7962081,"Ayam, Sapi Ternak, Kambing, Padi","GERAI SEMBAKO DAN  LPJ, GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH PUNDUNGREJO KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO","Pengadaan Sembako, Kantor Koperasi",14138.544600795944,0.006441293392024293,
52821,KOPERASI DESA MERAH PUTIH LOROG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,LOROG,TAWANGSARI,-7.7389094,110.7943665,"Padi, Jagung, Kambing, Ayam, Perikanan",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH LOROG KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",12650.716144023738,0.0,
52914,KOPERASI DESA MERAH PUTIH KEDUNGJAMBAL KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,KEDUNGJAMBAL,TAWANGSARI,-7.734864,110.760975,"Padi, Sapi, Domba, Kambing, Gas 3 Kg, Selep Gabah",Agen Laku Pandai,"Pengadaan Sembako, Logistik Desa/Kelurahan",13818.410769560523,0.011258286448940183,
55330,KOPERASI DESA MERAH PUTIH GRAJEGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,GRAJEGAN,TAWANGSARI,-7.73501536,110.7738112,"Padi, Kambing, Ayam",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH GRAJEGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",13183.594097782105,0.005942275800355103,
55403,KOPERASI DESA MERAH PUTIH DALANGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,DALANGAN,TAWANGSARI,-7.7239018,110.8143006,"Padi, Pisang",GERAI KANTOR KOPERASI KOPERASI DESA MERAH PUTIH DALANGAN KECAMATAN TAWANGSARI KABUPATEN SUKOHARJO,"Pengadaan Sembako, Kantor Koperasi",11468.747593539623,0.0,
